Id;Name;Name Short;Nick Name;Abbreviation;Nation;Division;Last Division;Reserve Division;Reputation;Year Founded;Cash;Player Budget;Attendance;Min Attendance;Max Attendance;Stadium;Practice Facilities;Foreground Colour 1;Background Colour 1;Trim Colour 1;Foreground Colour 2;Background Colour 2;Trim Colour 2;Foreground Colour 3;Background Colour 3;Trim Colour 3;Favourite Staff 1;Favourite Staff 2;Favourite Staff 3;Disliked Staff 1;Disliked Staff 2;Disliked Staff 3;Rival 1;Rival 2;Rival 3;
1025;Mjölby HC;Mjölby;---;MHC;Sweden;First Division;---;First Division E;1500;0;0;27000;562;225;5251;---;---;White;Black;Red 1;Black;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1026;Boro/Vetlanda HC;Boro/Vetlanda;---;B/V;Sweden;Second Division;---;Second Division;1000;0;0;0;250;100;5159;---;---;Yellow 1;Blue 1;White;Blue 1;Yellow 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1027;Trelleborg Hockey;Trelleborg;Trelleborg;TIF;Sweden;Lower Divisions;---;Lower Divisions;1800;0;0;0;810;324;5217;---;---;Red 1;White;Green 2;White;Red 1;Green 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1028;Värnamo GIK;Värnamo;Tigers;VGIK;Sweden;Second Division;---;Second Division;1000;0;0;0;250;100;5088;---;---;Red 1;Blue 3;White;Blue 3;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1029;Alingsås Hockey;Alingsås;---;ALI;Sweden;Second Division;---;Second Division;1000;0;0;0;250;100;5949;---;---;White;Green 1;Red 1;Green 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1030;Bäcken HC;Bäcken;---;BÄC;Sweden;Second Division;---;Second Division;1000;0;0;0;250;100;5190;Frölundaborg;Frölundaborg;White;Blue 1;Yellow 1;Blue 1;White;Yellow 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1031;Gislaveds SK;Gislaved;GSK;GSK;Sweden;Second Division;First Division;Second Division;1500;0;0;0;306;225;5630;Gislerinken;Gislerinken;Black;Blue 2;Yellow 2;Blue 2;White;Yellow 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1032;Grästorps IK;Grästorp;---;GIK;Sweden;First Division;Second Division;First Division E;1000;0;0;0;250;100;5635;GIK Ice Hall;GIK Ice Hall;White;Black;Red 1;Black;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1033;Göteborgs IK;Göteborg;---;GIK;Sweden;Second Division;---;Second Division;1000;0;0;0;250;100;5386;Isdala ishall;Isdala ishall;Red 1;Yellow 1;Green 1;Yellow 1;Red 1;Green 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1034;Hisingen Hockey;Hisingen;HH;HH;Sweden;Lower Divisions;---;Lower Divisions;1797;0;0;0;810;324;5765;Tuve Ishall;Tuve Ishall;Red 1;White;Black;White;Red 1;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1035;HK Kings Kungsbacka;Kungsbacka;Kings;HKK;Sweden;Lower Divisions;---;Lower Divisions;1797;0;0;0;810;324;5855;Kungsbacka Rink;Kungsbacka Rink;White;Black;Yellow 2;Black;White;Yellow 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1036;Kungälvs IK;Kungälv;KIK;KIK;Sweden;Second Division;First Division;Second Division;1500;0;0;0;315;225;5295;Oasen;Oasen;Black;Red 1;White;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1037;Kållereds SK;Kållered;---;KSK;Sweden;Second Division;---;Second Division;1000;0;0;0;250;100;5489;Kållered Ice Hall;Kållered Ice Hall;Blue 3;White;White;White;Blue 3;Blue 3;Black;White;White;---;---;---;---;---;---;---;---;---;
1038;Nittorps IK;Nittorp;NIK;NIK;Sweden;First Division;Second Division;First Division F;1000;0;0;0;250;100;5144;---;---;Gold;Red 1;Black;Red 1;Gold;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1039;Partille Hockey;Partille;Partille;PHC;Sweden;Second Division;---;Second Division;1000;0;0;0;250;100;5537;---;---;Yellow 1;Red 1;Black;Red 1;Yellow 1;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1040;Ulricehamns IF;Ulricehamn;UIF;UIF;Sweden;Second Division;---;Second Division;1500;0;0;0;317;225;5924;---;---;Yellow 1;Black;White;Black;Yellow 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1041;Valbo HC J20;Valbo J20;---;VAL;Sweden;J20 Elit;---;J20 Elit;2699;0;0;37500;53;729;5141;NickBack Arena;NickBack Arena;Black;Green 2;White;Green 2;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1042;Ulricehamns IF J20;Ulricehamn J20;---;ULR;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5321;---;---;Yellow 1;Black;White;Black;Yellow 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1043;Tyringe SoSS J20;Tyringe J20;---;TYR;Sweden;J20 Lower;---;J20 Lower;1345;0;0;37500;455;182;5823;Tyrs Hov;Tyrs Hov;Red 2;Blue 2;White;Red 2;White;Blue 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1044;Värnamo GIK J20;Värnamo J20;---;VÄR;Sweden;J20 Lower;---;J20 Lower;1347;0;0;37500;455;182;5250;---;---;Red 1;Blue 3;White;Blue 3;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1045;Trångsunds IF J20;Trångsund J20;---;TRÅ;Sweden;J20 Lower;---;J20 Lower;1344;0;0;37500;73;182;5840;Stortorpshallen;Stortorpshallen;Red 1;Blue 3;White;Red 1;White;Blue 3;Black;White;White;---;---;---;---;---;---;---;---;---;
1046;Trelleborg Hockey J20;Trelleborg J20;---;TRE;Sweden;J20 Lower;---;J20 Lower;1347;0;0;37500;455;182;5940;---;---;Red 1;White;Green 2;White;Red 1;Green 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1047;Team Boro Hockey J20;Team Boro J20;---;TEA;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5793;---;---;Yellow 1;Blue 1;White;Blue 1;Yellow 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1048;Söderhamn/Ljusne HC J20;Söderhamn/Ljusne J20;---;S/LJr;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5840;---;---;Blue 5;Black;White;Black;Blue 5;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1049;Svenstaviks HK J20;Svenstavik J20;---;SVE;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5308;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1050;Svedjeholmens IF J20;Svedjeholmen J20;---;SVE;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5581;O-Rinken;O-Rinken;Black;Red 2;White;Red 2;Black;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1051;Sollefteå HK J20;Sollefteå J20;---;SOL;Sweden;J20 Lower;---;J20 Lower;1349;0;0;37500;455;182;5151;Niphallen;Niphallen;Green 3;White;White;White;Green 3;Green 3;Black;White;White;---;---;---;---;---;---;---;---;---;
1052;Alfta GIF J20;Alfta J20;AGIF;AGIF;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5849;---;---;Gold;Green 2;White;Green 2;Gold;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1053;Alingsås Hockey J20;Alingsås J20;---;ALI;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5741;---;---;White;Green 1;Red 1;Green 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1054;Alvesta SK J20;Alvesta J20;---;ALV;Sweden;J20 Lower;---;J20 Lower;1347;0;0;37500;455;182;5427;Virdavallens ishall;Virdavallens ishall;Yellow 1;Black;Red 1;Black;Yellow 1;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1055;Arvika HC J20;Arvika J20;---;ARV;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5208;Fermihallen;Fermihallen;White;Red 2;Blue 2;Red 2;White;Blue 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1056;Avesta BK J20;Avesta J20;---;AVE;Sweden;J20 Lower;---;J20 Lower;1346;0;0;37500;455;182;5970;Avesta Ishall;Avesta Ishall;White;Blue 3;Red 2;Blue 3;White;Red 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1057;Björbo IF J20;Björbo J20;---;BJÖ;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5132;---;---;White;Red 1;Grey 1;Red 1;White;Grey 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1058;Nyköping Griffins;Griffins;---;GRI;Sweden;Lower Divisions;---;Lower Divisions;1799;0;0;0;810;324;5480;PEAB Arena;PEAB Arena;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1059;Bäcken HC J20;Bäcken J20;---;BÄC;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5772;Frölundaborg;Frölundaborg;White;Blue 1;Yellow 1;Blue 1;White;Yellow 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1060;Danderyds SK J20;Danderyds J20;---;DAN;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5293;Danderyd Rink;Danderyd Rink;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1061;Rimbo IF;Rimbo;Rimbo;RIF;Sweden;Second Division;Second Division;Second Division;1000;0;0;0;250;100;5675;---;---;White;Blue 3;Red 1;Yellow 1;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1062;Fagersta AIK J20;Fagersta J20;---;FAG;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5835;Fagersta Ice Hall;Fagersta Ice Hall;Yellow 2;Black;White;Black;Yellow 2;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1063;Gislaveds SK J20;Gislaveds J20;---;GSK;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5666;Gislerinken;Gislerinken;Black;Blue 2;Yellow 2;Blue 2;White;Yellow 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1064;Glimma Hockey J20;Glimma J20;---;GLI;Sweden;J20 Lower;---;J20 Lower;1343;0;0;37500;455;182;5761;Glimåkra Ice Hall;Glimåkra Ice Hall;Yellow 1;Black;White;Black;Yellow 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1065;Grästorps IK J20;Grästorp J20;---;GRÄ;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5628;GIK Ice Hall;GIK Ice Hall;White;Black;Red 1;Black;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1066;Gävle GIK J20;Gävle J20;---;GÄV;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5299;Gavlerinken Arena;Gavlerinken Arena;Red 1;Orange 1;Black;Orange 1;Red 1;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1067;Göteborgs IK J20;Göteborgs J20;---;GÖT;Sweden;J20 Lower;---;J20 Lower;1347;0;0;37500;455;182;5463;Isdala ishall;Isdala ishall;Red 1;Yellow 1;Green 1;Yellow 1;Red 1;Green 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1068;Hanhals HF J20;Hanhals J20;---;HHF;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5511;Kungsbacka Rink;Kungsbacka Rink;Red 1;Blue 1;White;Red 1;White;Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1069;HC Dalen J20;Dalen J20;---;DAL;Sweden;J20 Lower;---;J20 Lower;1348;0;0;37500;455;182;5776;Norrahammar Ice Hall;Norrahammar Ice Hall;Yellow 1;Black;Red 1;Black;Yellow 1;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1070;Hedemora SK J20;Hedemora J20;---;HED;Sweden;J20 Elit;---;J20 Elit;2694;0;0;37500;85;729;5352;Hedemora Ice Hall;Hedemora Ice Hall;White;Red 2;Red 2;Red 2;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1071;Helsingborg HC J20;Helsingborg J20;---;HHC;Sweden;J20 Lower;---;J20 Lower;1346;0;0;37500;455;182;5292;Olympiarinken;Olympiarinken;NHL? Blue 1;NHL? Red;NHL? Yellow;NHL? Red;White;NHL? Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1072;Hisingen Hockey J20;Hisingen J20;---;HIS;Sweden;J20 Lower;---;J20 Lower;1343;0;0;37500;455;182;5267;Tuve Ishall;Tuve Ishall;Red 1;White;Black;White;Red 1;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1073;HK Kings Kungsbacka J20;Kungsbacka J20;---;KUN;Sweden;J20 Lower;---;J20 Lower;1348;0;0;37500;455;182;5540;Kungsbacka Rink;Kungsbacka Rink;White;Black;Yellow 2;Black;White;Yellow 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1074;Hofors HC J20;Hofors J20;---;HOF;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5294;Hofors Ice Hall;Hofors Ice Hall;Blue 1;Yellow 1;Red 1;Yellow 1;Blue 1;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1075;Hudiksvalls HC J20;Hudiksvall J20;---;HHC;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5470;Glysishallen;Glysishallen;Black;Red 1;White;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1076;Husums HK J20;Husums J20;---;HUS;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5958;Husum Ice Hall;Husum Ice Hall;Black;Red 2;Red 2;Red 2;Black;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1077;Häradsbygdens SS J20;Häradsbygdens J20;---;HÄR;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5445;Härad Ice Hall;Härad Ice Hall;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1078;Hässleholm Hockey J20;Hässleholm J20;---;HÄS;Sweden;J20 Lower;---;J20 Lower;1344;0;0;37500;455;182;5707;Hässleholm Ice Hall;Hässleholm Ice Hall;Blue 1;Red 2;White;Red 2;Blue 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1079;Tranås AIF Hockey J20;Tranås J20;---;TRA;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5071;Bredstorps Ishall;Bredstorps Ishall;Yellow 2;Black;White;Yellow 2;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1080;Tingsryds AIF J20;Tingsryd J20;---;TIN;Sweden;J20 SuperElit;---;J20 SuperElit;3600;0;0;33750;186;1296;7301;Nelson Garden Arena;Nelson Garden Arena;White;Green 1;Red 1;Green 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1081;Osby IK J20;Osby J20;---;OSB;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5992;Osby Ice Hall;Osby Ice Hall;Red 2;Black;Yellow 3;Black;Red 2;Yellow 3;Black;White;White;---;---;---;---;---;---;---;---;---;
1082;Olofströms IK J20;Olofström J20;Steelers;OIK;Sweden;J20 Lower;---;J20 Lower;1346;0;0;37500;455;182;5169;Stålhallen;Stålhallen;NHL? Grey;Black;Red 1;NHL? Grey;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1083;IF Mölndal Hockey J20;Mölndal J20;---;MÖL;Sweden;J20 Elit;---;J20 Elit;2697;0;0;37500;105;729;5486;Åby Isstadion;Åby Isstadion;Red 1;White;Yellow 1;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1084;Motala AIF J20;Motala J20;---;MAIF;Sweden;J20 Lower;---;J20 Lower;1347;0;0;37500;455;182;5891;Electroluxhallen;Electroluxhallen;Yellow 1;Black;White;Black;Yellow 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1085;Mariestad BoIS J20;Mariestad J20;---;MB;Sweden;J20 Elit;---;J20 Elit;2689;0;0;30000;117;729;5738;Katrinhallen;Katrinhallen;Red 2;Blue 3;Yellow 2;Blue 3;White;Red 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1086;Jonstorps IF J20;Jonstorp J20;Tigers;JIF;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5273;Jonstorps Ishall;Jonstorps Ishall;White;Blue 2;Blue 2;Blue 2;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1087;IK Pantern J20;Pantern J20;---;IKP;Sweden;J20 Lower;---;J20 Lower;1344;0;0;37500;455;182;5995;Kirsebergs Ishall;Kirsebergs Ishall;Red 1;Black;Yellow 2;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1088;HC Vita Hästen J20;Vita Hästen J20;---;VH;Sweden;J20 Lower;---;J20 Lower;1347;0;0;37500;455;182;5504;Himmelstalundshallen;Himmelstalundshallen;Red 1;Black;White;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1089;Borås HC J20;Borås J20;---;BHC;Sweden;J20 Elit;---;J20 Elit;2652;0;0;30000;70;729;5649;Borås Ishall;Borås Ishall;Blue 1;Red 1;White;Red 1;Blue 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1090;Asplöven HC J20;Asplöven J20;---;ASP;Sweden;J20 Lower;---;J20 Lower;1000;0;0;37500;250;100;5913;Arena Polarica;Arena Polarica;Red 2;Blue Navy Dark;White;Red 2;White;Blue Navy Dark;Black;White;White;---;---;---;---;---;---;---;---;---;
1091;Kiruna IF J20;Kiruna J20;Miners;KIF;Sweden;J20 Lower;---;J20 Lower;1000;0;0;37500;250;100;5625;Lombia Ishall;Lombia Ishall;Red 1;Red 1;White;Red 1;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1092;LN 91 J20;LN 91 J20;---;LN ;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5534;Nordmaling Ice Hall;Nordmaling Ice Hall;Blue 5;Red 2;White;Red 2;Blue 5;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1093;Kovlands IF J20;Kovland J20;---;KIF;Sweden;J20 Lower;---;J20 Lower;1000;0;0;37500;250;100;5404;Ånäshallen;Ånäshallen;White;Blue 1;Red 1;Blue 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1094;Clemensnäs HC J20;Clemensnäs J20;---;CHC;Sweden;J20 Lower;---;J20 Lower;1000;0;0;37500;250;100;5925;Kopparhallen;Kopparhallen;White;Blue 2;Black;Blue 2;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1095;Bräcke IK J20;Bräcke J20;---;BRÄ;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5509;Björkhagahallen;Björkhagahallen;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1096;Tierps HK J20;Tierp J20;---;TIE;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5843;Vegahallen;Vegahallen;White;Black;Red 1;Black;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1097;Sollentuna HC J20;Sollentuna J20;---;SOL;Sweden;J20 Lower;---;J20 Lower;1349;0;0;37500;455;182;5114;Sollentuna Ice Hall;Sollentuna Ice Hall;White;Blue Navy Dark;Red 1;Blue Navy Dark;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1098;Mälarhöjden/Bredängs IK J20;MB Hockey J20;Bulls;MB;Sweden;J20 Lower;---;J20 Lower;1332;0;0;37500;455;182;5528;MB-Hallen;MB-Hallen;Red 1;Blue 1;White;Blue 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1099;Linden Hockey J20;Linden J20;---;LH;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5121;Sméhallen;Sméhallen;NHL? Grey;Red 1;White;Red 1;White;NHL? Grey;Black;White;White;---;---;---;---;---;---;---;---;---;
1100;Järfälla HC J20;Järfälla J20;---;JHC;Sweden;J20 Elit;---;J20 Elit;2698;0;0;37500;1822;729;5291;Järfälla Ishall;Järfälla Ishall;Blue 2;Red 1;White;Red 1;White;Blue 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1101;Haninge Anchors HC J20;Haninge J20;Anchors;HAHC;Sweden;J20 Lower;---;J20 Lower;1349;0;0;37500;455;182;5581;Torvalla Ishall;Torvalla Ishall;Blue 3;NHL? Burgundy;White;NHL? Burgundy;White;Blue 3;Black;White;White;---;---;---;---;---;---;---;---;---;
1102;Botkyrka HC J20;Botkyrka J20;---;BOT;Sweden;J20 Elit;---;J20 Elit;2693;0;0;37500;60;729;5087;Ishuset;Ishuset;White;Red 2;Red 2;Red 2;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1103;Surahammars IF J20;Surahammar J20;---;SIF;Sweden;J20 Lower;---;J20 Lower;1347;0;0;37500;455;182;5622;Surahallen;Surahallen;White;Blue 3;Blue 3;Blue 3;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1104;Sunne IK J20;Sunne J20;---;SIK;Sweden;J20 Elit;---;J20 Elit;2695;0;0;37500;49;729;5547;Sunnevi Ishall;Sunnevi Ishall;White;Blue 1;Yellow 1;Blue 1;White;Yellow 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1105;Skåre BK J20;Skåre J20;---;SBK;Sweden;J20 Elit;---;J20 Elit;2695;0;0;37500;62;729;5918;Löfbergs Lila Arena;Löfbergs Lila Arena;Black;Red 1;Yellow 1;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1106;IFK Kumla J20;Kumla J20;Black Bulls;IFKK;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;51;182;5545;MOAB-hallen;MOAB-hallen;NHL? Grey;Black;NHL? Red;Black;White;NHL? Red;Black;White;White;---;---;---;---;---;---;---;---;---;
1107;Hille/Åbyggeby IK J20;Hille/Åbyggeby J20;---;HIL;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5499;Gavlerinken Arena;Gavlerinken Arena;Black;Yellow 1;Yellow 1;Yellow 1;Black;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1108;Grums IK J18;Grums J18;---;GIK;Sweden;J18 Elit;---;J18 Elit;1798;0;0;37500;810;324;5314;Billerudshallen;Billerudshallen;White;Red 1;Blue 3;Red 1;White;Blue 3;Black;White;White;---;---;---;---;---;---;---;---;---;
1109;Forshaga IF J20;Forshaga J20;---;FOR;Sweden;J20 Lower;---;J20 Lower;1346;0;0;37500;455;182;5342;Ängevi ishall;Ängevi ishall;Red 1;White;Blue 1;White;Red 1;Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1110;Falu IF J20;Falu J20;---;FIF;Sweden;J20 Elit;---;J20 Elit;2697;0;0;37500;44;729;5582;Lugnets Ishall;Lugnets Ishall;White;Blue 1;Red 1;Blue 1;White;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1111;Borlänge HF J20;Borlänge J20;---;BHF;Sweden;J20 Elit;---;J20 Elit;2700;0;0;37500;66;729;5494;Borlänge Ishall;Borlänge Ishall;White;Blue 2;NHL? Yellow;Blue 2;White;NHL? Yellow;Black;White;White;---;---;---;---;---;---;---;---;---;
1112;Kalmar HC J20;Kalmar J20;---;KAL;Sweden;J20 Lower;---;J20 Lower;1344;0;0;37500;455;182;5718;Iffehallen;Iffehallen;White;Black;Yellow 1;Black;White;Yellow 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1113;Smedjebacken HC J20;Smedjebacken J20;---;SME;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5393;Smedjebacken Ice Hall;Smedjebacken Ice Hall;Red 1;Black;White;Black;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1114;Nolby IK J20;Nolby J20;---;NOL;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5792;---;---;Blue 1;White;Yellow 2;White;Blue 1;Yellow 2;Black;White;White;---;---;---;---;---;---;---;---;---;
1115;Karlskoga HC J20;Karlskoga J20;---;KAR;Sweden;J20 Lower;---;J20 Lower;1344;0;0;37500;455;182;5277;Nobelhallen;Nobelhallen;Green Ducks;White;Black;White;Green Ducks;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1116;IK Viking J20;Viking J20;---;VIK;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5321;Valhall;Valhall;Black;Yellow 1;Red 1;Yellow 1;Black;Red 1;Black;White;White;---;---;---;---;---;---;---;---;---;
1117;Partille Hockey J20;Partille J20;---;PAR;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5941;---;---;Yellow 1;Red 1;Black;Red 1;Yellow 1;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
1118;Kalix HF J20;Kalix J20;---;KAL;Sweden;J20 Lower;---;J20 Lower;1350;0;0;37500;455;182;5540;Fururinken;Fururinken;Red 1;Blue 2;Blue 2;Black;White;White;Black;White;White;---;---;---;---;---;---;---;---;---;
1119;Kristianstad IK J20;Kristianstad J20;---;KIK;Sweden;J20 Lower;---;J20 Lower;1348;0;0;37500;455;182;5894;Kristianstads Ishall;Kristianstads Ishall;NHL? Red 3;NHL? Dark Green;NHL? Metallic Gold;NHL? Dark Green;White;NHL? Red 3;Black;White;White;---;---;---;---;---;---;---;---;---;
